HS-CODE,39,PLASTICS AND ARTICLES THEREOF
HS-CODE,3902,"Polymers of propylene or of other olefins, in primary forms."
HS-CODE,39021040,"Granules, pellets, beads, flakes, chips and similar forms"
HS-CODE,Statistic code : 000,"Granules, pellets, beads, flakes, chips and similar forms (KGM)"
